Id;Disease
19165;Combined immunodeficiency due to partial RAG1 deficiency
3612;Myopathy and diabetes mellitus
19166;Familial cerebral saccular aneurysm
19167;Usher syndrome type 1
3600;Familial hypocalciuric hypercalcemia
19154;Drug-induced lupus erythematosus
3599;Essential thrombocythemia
3595;Zollinger-Ellison syndrome
19141;Toxin-mediated infectious botulism
3590;Hereditary thrombophilia due to congenital antithrombin deficiency
19142;Classical-like Ehlers-Danlos syndrome type 1
19263;15q11q13 microduplication syndrome
19262;Severe X-linked mitochondrial encephalomyopathy
19203;Primary unilateral adrenal hyperplasia
19201;Generalized dominant dystrophic epidermolysis bullosa
19206;Ectopic aldosterone-producing tumor
19205;Adrenocortical carcinoma with pure aldosterone hypersecretion
4043;Kyphoscoliotic Ehlers-Danlos syndrome due to lysyl hydroxylase 1 deficiency
4042;Vascular Ehlers-Danlos syndrome
4041;Hypermobile Ehlers-Danlos syndrome
19214;Microcornea-posterior megalolenticonus-persistent fetal vasculature-coloboma syndrome
4046;Epidermolysis bullosa simplex with muscular dystrophy
4045;Dermatosparaxis Ehlers-Danlos syndrome
19213;Non-acquired combined pituitary hormone deficiency-sensorineural hearing loss-spine abnormalities syndrome
4044;Arthrochalasia Ehlers-Danlos syndrome
4048;Congenital nephrotic syndrome, Finnish type
4054;Miller-Dieker syndrome
4057;X-linked lissencephaly with abnormal genitalia
19300;4q21 microdeletion syndrome
19298;Familial congenital mirror movements
19305;1q44 microdeletion syndrome
19266;Hypohidrotic ectodermal dysplasia
19264;Infantile dystonia-parkinsonism
19265;SLC35A1-CDG
19278;Familial clubfoot due to 17q23.1q23.2 microduplication
19286;Idiopathic intracranial hypertension
19281;Primary orthostatic tremor
19331;Classic progressive supranuclear palsy syndrome
19335;Progressive supranuclear palsy-progressive non-fluent aphasia syndrome
19334;Progressive supranuclear palsy-corticobasal syndrome
19333;Progressive supranuclear palsy-pure akinesia with gait freezing syndrome
19332;Progressive supranuclear palsy-parkinsonism syndrome
21997;Severe combined immunodeficiency due to complete RAG1/2 deficiency
21968;Chronic actinic dermatitis
21955;Wild type ATTR amyloidosis
21960;Mercury poisoning
21965;Congenital cataract-progressive muscular hypotonia-hearing loss-developmental delay syndrome
21937;Spastic paraplegia-Paget disease of bone syndrome
21938;Adult-onset distal myopathy due to VCP mutation
21951;Generalized juvenile polyposis/juvenile polyposis coli
21924;Fatty acid hydroxylase-associated neurodegeneration
21925;Adult-onset multiple mitochondrial DNA deletion syndrome due to DGUOK deficiency
21922;Beta-propeller protein-associated neurodegeneration
21934;Autosomal dominant focal dystonia, DYT25 type
21928;Autosomal recessive frontotemporal pachygyria
21930;Adult-onset chronic progressive external ophthalmoplegia with mitochondrial myopathy
21911;Microcephalic primordial dwarfism due to ZNF335 deficiency
21910;Intellectual disability-craniofacial dysmorphism-cryptorchidism syndrome
21904;Congenital muscular dystrophy with intellectual disability and severe epilepsy
21917;Spondylocostal dysostosis-hypospadias-intellectual disability syndrome
21916;Severe early-onset obesity-insulin resistance syndrome due to SH2B1 deficiency
4511;Congenital factor XI deficiency
4510;Best vitelliform macular dystrophy
21833;Testicular agenesis
21838;46,XY ovotesticular disorder of sex development
21817;Chronic nonbacterial osteomyelitis/Chronic recurrent multifocal osteomyelitis
21800;ABeta amyloidosis, Italian type
21803;SRD5A3-CDG
21802;ABeta amyloidosis, Arctic type
21799;ABeta amyloidosis, Iowa type
21798;ABetaL34V amyloidosis
21792;Classic multiminicore myopathy
21790;Familial dyskinesia and facial myokymia
21788;Benign Samaritan congenital myopathy
21787;Hyperinsulinism due to HNF1A deficiency
21784;Aphonia-deafness-retinal dystrophy-bifid halluces-intellectual disability syndrome
21778;Autosomal recessive axonal neuropathy with neuromyotonia
21776;Muscular hypertrophy-hepatomegaly-polyhydramnios syndrome
21777;ALG13-CDG
21774;X-linked intellectual disability-cardiomegaly-congestive heart failure syndrome
21764;9p13 microdeletion syndrome
21760;Early-onset Lafora body disease
21758;Autosomal recessive congenital cerebellar ataxia due to MGLUR1 deficiency
21713;MT-ATP6-related mitochondrial spastic paraplegia
21712;Autosomal dominant spastic paraplegia type 41
21715;Autosomal recessive spastic paraplegia type 43
21714;Autosomal dominant spastic paraplegia type 36
21717;Autosomal recessive spastic paraplegia type 54
21716;Autosomal recessive spastic paraplegia type 55
21719;Autosomal recessive spastic paraplegia type 46
21718;Hereditary sensory and autonomic neuropathy due to TECPR2 mutation
21721;Autosomal recessive spastic paraplegia type 44
21720;Autosomal recessive spastic paraplegia type 45
21723;Autosomal recessive spastic paraplegia type 56
21722;Spastic paraplegia-optic atrophy-neuropathy syndrome
21665;Combined oxidative phosphorylation defect type 13
21680;Mendelian susceptibility to mycobacterial diseases due to partial IRF8 deficiency
21691;Microcephalic primordial dwarfism, Dauber type
21690;Microcephalic primordial dwarfism, Alazami type
21635;Rift valley fever
21661;Familial papillary or follicular thyroid carcinoma
21627;Lujo hemorrhagic fever
21624;Chondroectodermal dysplasia with night blindness
21625;Autosomal recessive spastic paraplegia type 53
21628;Ebola hemorrhagic fever
21619;Distal 17p13.1 microdeletion syndrome
21621;Wiedemann-Steiner syndrome
21546;X-linked non progressive cerebellar ataxia
21540;Normal pressure hydrocephalus
21538;Mild Canavan disease
21537;Severe Canavan disease
21513;Cerebrofacioarticular syndrome
21509;Variant ABeta2M amyloidosis
21508;Non-progressive cerebellar ataxia with intellectual disability
21504;Duplication of the pituitary gland
21506;ATP13A2-related juvenile neuronal ceroid lipofuscinosis
21532;Short stature due to partial GHR deficiency
21533;Short stature due to GHSR deficiency
21531;SHOX-related short stature
21527;Somatomammotropinoma
22482;Primary dystonia, DYT17 type
22481;Oculocutaneous albinism type 6
22480;Oculocutaneous albinism type 5
22491;Peripheral primitive neuroectodermal tumor
22477;Proximal 16p11.2 microduplication syndrome
22500;STT3A-CDG
22501;STT3B-CDG
22502;SSR4-CDG
22503;XYLT1-CDG
22509;Congenital muscular dystrophy with cerebellar involvement
22510;Congenital muscular dystrophy with intellectual disability
22511;Congenital muscular dystrophy without intellectual disability
22505;Salt-and-pepper syndrome
22507;Autism spectrum disorder-epilepsy-arthrogryposis syndrome
22449;Primary hyperaldosteronism-seizures-neurological abnormalities syndrome
22450;Severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome
22452;Intellectual disability-seizures-macrocephaly-obesity syndrome
22434;Autosomal recessive limb-girdle muscular dystrophy type 2S
22435;Intellectual disability-hyperkinetic movement-truncal ataxia syndrome
22440;Obesity due to SIM1 deficiency
22360;X-linked intellectual disability due to GRIA3 mutations
5016;Infantile Refsum disease
5015;TMEM70-related mitochondrial encephalo-cardio-myopathy
5014;Isolated absence of encephalon
5013;Isolated spina bifida
22343;Spinocerebellar ataxia type 37
22342;Craniofaciofrontodigital syndrome
22339;Severe intellectual disability-poor language-strabismus-grimacing face-long fingers syndrome
22298;Temtamy preaxial brachydactyly syndrome
22302;Autosomal recessive cerebellar ataxia-pyramidal signs-nystagmus-oculomotor apraxia syndrome
22303;Autosomal recessive congenital cerebellar ataxia due to GRID2 deficiency
22293;Severe neurodegenerative syndrome with lipodystrophy
22328;LMNA-related cardiocutaneous progeria syndrome
22329;Autosomal recessive limb-girdle muscular dystrophy type 2T
22332;X-linked parkinsonism-spasticity syndrome
22307;BICD2-related autosomal dominant childhood-onset proximal spinal muscular atrophy
22212;Short ulna-dysmorphism-hypotonia-intellectual disability syndrome
22189;SLC35A2-CDG
22194;19p13.13 microdeletion syndrome
22193;ANK3-related intellectual disability-sleep disturbance syndrome
22199;Amyotrophic lateral sclerosis type 4
22203;Autosomal recessive cutis laxa type 2, classic type
22206;Oral submucous fibrosis
22089;Autosomal recessive cerebellar ataxia with late-onset spasticity
22091;Brain dopamine-serotonin vesicular transport disease
22084;Progressive myoclonic epilepsy with dystonia
22081;Severe feeding difficulties-failure to thrive-microcephaly due to ASXL3 deficiency syndrome
22082;Familial infantile myoclonic epilepsy
22107;Attenuated Chédiak-Higashi syndrome
22098;X-linked Charcot-Marie-Tooth disease type 6
22137;Congenital myasthenic syndromes with glycosylation defect
22133;Roifman syndrome
22058;Spectrin-associated autosomal recessive cerebellar ataxia
22063;Progressive external ophthalmoplegia-myopathy-emaciation syndrome
22075;Intellectual disability-obesity-brain malformations-facial dysmorphism syndrome
22066;Autosomal recessive limb-girdle muscular dystrophy type 2U
22065;DNA2-related mitochondrial DNA deletion syndrome
22069;Autism spectrum disorder due to AUTS2 deficiency
20900;Rapid-onset childhood obesity-hypothalamic dysfunction-hypoventilation-autonomic dysregulation syndrome
20896;Hypoinsulinemic hypoglycemia and body hemihypertrophy
20897;Hypogonadotropic hypogonadism-severe microcephaly-sensorineural hearing loss-dysmorphism syndrome
20898;Deficiency in anterior pituitary function-variable immunodeficiency syndrome
20893;1p21.3 microdeletion syndrome
20892;Distal Xq28 microduplication syndrome
20880;Frontotemporal dementia, right temporal atrophy variant
20879;3MC syndrome
20871;Ketamine-induced biliary dilatation
20869;Blepharophimosis-intellectual disability syndrome, Verloes type
20867;Blepharophimosis-intellectual disability syndrome, MKB type
20967;Congenital patella dislocation
20777;Vitamin B12-unresponsive methylmalonic acidemia type mut0
20741;Mitochondrial membrane protein-associated neurodegeneration
20739;Inherited isolated adrenal insufficiency due to partial CYP11A1 deficiency
20749;Hereditary arterial and articular multiple calcification syndrome
20748;Juvenile nasopharyngeal angiofibroma
20854;Methylmalonic acidemia without homocystinuria
20863;X-linked endothelial corneal dystrophy
5536;Shwachman-Diamond syndrome
20839;Infantile-onset ascending hereditary spastic paralysis
5543;Autosomal dominant hypocalcemia
5544;Insulin-resistance syndrome type B
5546;46,XX testicular disorder of sex development
5520;Pyruvate dehydrogenase E3 deficiency
5525;Adult-onset Still disease
5535;Adult idiopathic neutropenia
5534;Cyclic neutropenia
5533;Hepatic veno-occlusive disease
5532;Non-rhizomelic chondrodysplasia punctata
5518;Dracunculiasis
20623;Ocular albinism
20609;Phosphoserine aminotransferase deficiency
20631;Aneurysm-osteoarthritis syndrome
20630;Neonatal Marfan syndrome
20705;Early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation
20731;Combined malonic and methylmalonic acidemia
20734;Microtriplication 11q24.1
20726;Intellectual disability-alacrima-achalasia syndrome
20703;Autosomal recessive hypophosphatemic rickets
20702;Hypocalcemic vitamin D-dependent rickets
20518;Idiopathic panuveitis
20516;Idiopathic anterior uveitis
20525;Syndromic recessive X-linked ichthyosis
20533;Keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome
20528;Self-improving collodion baby
20529;Acral self-healing collodion baby
20486;Multiple congenital anomalies-hypotonia-seizures syndrome
20490;Acrodysostosis with multiple hormone resistance
20500;Cutaneous collagenous vasculopathy
20501;Bullous diffuse cutaneous mastocytosis
20502;Pseudoxanthomatous diffuse cutaneous mastocytosis
20498;Severe intellectual disability and progressive spastic paraplegia
20583;Xp22.13p22.2 duplication syndrome
20581;8q21.11 microdeletion syndrome
20584;TEMPI syndrome
20590;Autosomal recessive cerebellar ataxia-psychomotor delay syndrome
20595;Childhood-onset autosomal recessive slowly progressive spinocerebellar ataxia
20592;Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to WWOX deficiency
20593;Adult-onset autosomal recessive cerebellar ataxia
20596;Infantile-onset autosomal recessive nonprogressive cerebellar ataxia
20597;Pontocerebellar hypoplasia type 7
20605;Small cell carcinoma of the bladder
20556;Inherited Creutzfeldt-Jakob disease
21405;Cirrhosis-dystonia-polycythemia-hypermanganesemia syndrome
21466;2q23.1 microduplication syndrome
21462;Congenital pancreatic cyst
21461;Developmental and speech delay due to SOX5 deficiency
21459;FGFR2-related bent bone dysplasia
21450;20p13 microdeletion syndrome
21449;Early-onset spastic ataxia-myoclonic epilepsy-neuropathy syndrome
21501;Autosomal recessive spastic ataxia with leukoencephalopathy
21497;Intellectual disability-hypotonia-brachycephaly-pyloric stenosis-cryptorchidism syndrome
21498;15q overgrowth syndrome
21491;Ovarian fibrothecoma
21490;Ovarian fibroma
21482;Autosomal dominant cerebellar ataxia-deafness-narcolepsy syndrome
21479;Xq12-q13.3 duplication syndrome
21472;7p22.1 microduplication syndrome
21251;Manganese poisoning
21249;Kufor-Rakeb syndrome
21248;Hemiparkinsonism-hemiatrophy syndrome
21253;Cyanide-induced parkinsonism-dystonia
21252;Delayed encephalopathy due to carbon monoxide poisoning
21262;Hemidystonia-hemiatrophy syndrome
21261;Primary dystonia, DYT21 type
21260;Sydenham chorea
21340;Pancreatic triacylglycerol lipase deficiency
21341;Pancreatic colipase deficiency
6020;Microcephalic osteodysplastic primordial dwarfism type II
6021;Macrophagic myofasciitis
21364;Metachromatic leukodystrophy, adult form
21360;GM2 gangliosidosis, AB variant
21362;Metachromatic leukodystrophy, late infantile form
21363;Metachromatic leukodystrophy, juvenile form
21132;Cortical dysgenesis with pontocerebellar hypoplasia due to TUBB3 mutation
21133;Polymicrogyria due to TUBB2B mutation
21127;DDOST-CDG
21137;Juvenile amyotrophic lateral sclerosis
21138;Familial dilated cardiomyopathy with conduction defect due to LMNA mutation
21230;FADD-related immunodeficiency
21228;Frontonasal dysplasia-severe microphthalmia-severe facial clefting syndrome
21221;Autosomal recessive spastic paraplegia type 48
21218;PTEN hamartoma tumor syndrome
21100;Kyphoscoliotic Ehlers-Danlos syndrome due to FKBP22 deficiency
21106;Severe congenital hypochromic anemia with ringed sideroblasts
21107;11p15.4 microduplication syndrome
21118;Pituitary carcinoma
21119;Sagliker syndrome
21116;X-linked acrogigantism
24056;Symptomatic form of hemochromatosis type 1
24010;Spastic paraplegia-severe developmental delay-epilepsy syndrome
24015;DYRK1A-related intellectual disability syndrome
24019;Kaposiform lymphangiomatosis
24017;Verrucous hemangioma
24027;Acquired methemoglobinemia
24025;Primary dystonia, DYT27 type
6519;Polyneuropathy associated with IgM monoclonal gammapathy with anti-MAG
6520;Yellow nail syndrome
6522;Toxic epidermal necrolysis
6523;SAPHO syndrome
23678;X-linked myotubular myopathy-abnormal genitalia syndrome
23666;NTHL1-related attenuated familial adenomatous polyposis
23668;Corticobasal syndrome
23648;Autosomal recessive cerebellar ataxia due to CWF19L1 deficiency
23767;Ataxia-oculomotor apraxia type 4
23770;Autosomal recessive spastic paraplegia type 75
23756;Spinocerebellar ataxia type 41
23757;Spinocerebellar ataxia type 42
23733;Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome
23717;X-linked intellectual disability-hypotonia-movement disorder syndrome
23714;X-linked intellectual disability-short stature-overweight syndrome
23705;Autosomal dominant intellectual disability-craniofacial anomalies-cardiac defects syndrome
23692;Pseudohypoparathyroidism with Albright hereditary osteodystrophy
23691;Autosomal dominant mitochondrial myopathy with exercise intolerance
7023;Erythrokeratodermia variabilis
7026;Autosomal recessive hypohidrotic ectodermal dysplasia
7027;Autosomal dominant hypohidrotic ectodermal dysplasia
7028;Vogt-Koyanagi-Harada disease
7029;Idiopathic pulmonary fibrosis
7035;Occipital horn syndrome
7037;Maternally-inherited diabetes and deafness
24158;Severe intellectual disability-corpus callosum agenesis-facial dysmorphism-cerebellar ataxia syndrome
24179;VPS11-related autosomal recessive hypomyelinating leukodystrophy
24170;Acute infantile liver failure-cerebellar ataxia-peripheral sensory motor neuropathy syndrome
24169;Macrocephaly-intellectual disability-left ventricular non compaction syndrome
24162;Autosomal recessive spastic paraplegia type 77
24223;Microcephalic primordial dwarfism due to RTTN deficiency
24230;Autosomal recessive spastic paraplegia type 74
24234;Intellectual disability-microcephaly-strabismus-behavioral abnormalities syndrome
24236;SLC39A8-CDG
22829;Autosomal recessive spastic paraplegia type 62
22828;Autosomal recessive spastic paraplegia type 61
22831;Autosomal recessive spastic paraplegia type 60
22830;Autosomal recessive spastic paraplegia type 59
22825;Proximal myopathy with extrapyramidal signs
22837;Autosomal recessive spastic paraplegia type 69
22838;Autosomal recessive spastic paraplegia type 70
22839;Autosomal recessive spastic paraplegia type 71
22832;Autosomal recessive spastic paraplegia type 63
22833;Autosomal recessive spastic paraplegia type 64
22834;Autosomal recessive spastic paraplegia type 66
22835;Autosomal recessive spastic paraplegia type 67
22844;Childhood-onset spasticity with hyperglycinemia
22840;Autosomal spastic paraplegia type 72
22850;AXIN2-related attenuated familial adenomatous polyposis
22848;Huntington disease-like syndrome due to C9ORF72 expansions
22855;Familial median cleft of the upper and lower lips
22858;Episodic ataxia with slurred speech
22856;Moyamoya disease with early-onset achalasia
22861;MEND syndrome
22877;Familial bicuspid aortic valve
22927;Severe intellectual disability-progressive spastic diplegia syndrome
22923;Alacrimia-choreoathetosis-liver dysfunction syndrome
22920;Tall stature-intellectual disability-facial dysmorphism syndrome
22921;ADNP syndrome
22919;Intellectual disability-facial dysmorphism syndrome due to SETD5 haploinsufficiency
22931;Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to RUBCN deficiency
22930;Autosomal recessive cerebellar ataxia-epilepsy-intellectual disability syndrome due to TUD deficiency
23020;Wolfram-like syndrome
23021;Insulin autoimmune syndrome
23022;Hereditary late-onset Parkinson disease
23023;Nephropathic infantile cystinosis
23012;Pontocerebellar hypoplasia type 10
23033;Generalized eruptive keratoacanthoma
23031;Renal agenesis
22539;Multicentric osteolysis-nodulosis-arthropathy spectrum
22625;Frontorhiny
22628;Autoimmune enteropathy and endocrinopathy-susceptibility to chronic infections syndrome
22639;Homozygous familial hypercholesterolemia
22620;Atypical juvenile parkinsonism
22621;HSD10 disease
22710;Autosomal spastic paraplegia type 58
22709;MAN1B1-CDG
22707;Severe intellectual disability-progressive postnatal microcephaly-midline stereotypic hand movements syndrome
22698;Peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome
22696;COASY protein-associated neurodegeneration
22695;Joubert syndrome with Jeune asphyxiating thoracic dystrophy
22693;3q27.3 microdeletion syndrome
22691;Familial hyperprolactinemia
22775;Male infertility with teratozoospermia due to single gene mutation
22774;Male infertility with azoospermia or oligozoospermia due to single gene mutation
22754;Secondary non-traumatic avascular necrosis
22745;Alpha-B crystallin-related late-onset myopathy
22747;Finnish upper limb-onset distal myopathy
22746;KLHL9-related early-onset distal myopathy
22749;Distal nebulin myopathy
22748;Distal anoctaminopathy
22728;Neonatal lupus erythematosus
22731;Oculoauriculofrontonasal syndrome
22733;Focal facial dermal dysplasia type II
22734;Focal facial dermal dysplasia type IV
22721;Prader-Willi-like syndrome
23306;Keppen-Lubinsky syndrome
23310;LIPE-related familial partial lipodystrophy
23309;CIDEC-related familial partial lipodystrophy
23308;3p25.3 microdeletion syndrome
23314;Short stature-advanced bone age-early-onset osteoarthritis syndrome
23320;COG2-CDG
23321;X-linked microcephaly-growth retardation-prognathism-cryptorchidism syndrome
23326;Severe intellectual disability-hypotonia-strabismus-coarse face-planovalgus syndrome
23327;Intrauterine growth restriction-short stature-early adult-onset diabetes syndrome
23325;Contractures-developmental delay-Pierre Robin syndrome
23333;Microcephalic primordial dwarfism-insulin resistance syndrome
23332;Cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome
23337;Non-progressive predominantly posterior cavitating leukoencephalopathy with peripheral neuropathy
23336;Combined immunodeficiency-enteropathy spectrum
23338;Pseudoxanthoma elasticum-like skin manifestations with retinitis pigmentosa
23352;MYH7-related late-onset scapuloperoneal muscular dystrophy
23363;RARS-related autosomal recessive hypomyelinating leukodystrophy
23373;GCGR-related hyperglucagonemia
23383;AApoAIV amyloidosis
23381;KCNQ2-related epileptic encephalopathy
23376;Placental insufficiency
23401;Autosomal dominant myopia-midfacial retrusion-sensorineural hearing loss-rhizomelic dysplasia syndrome
23412;Isolated sedoheptulokinase deficiency
23414;Combined hamartoma of the retina and retinal pigment epithelium
23409;Familial colorectal cancer Type X
23427;Undetermined early-onset epileptic encephalopathy
8027;Centronuclear myopathy
8030;Mitochondrial neurogastrointestinal encephalomyopathy
8031;Chronic hiccup
8028;MODY
23447;NUT midline carcinoma
8022;Brugada syndrome
8023;Severe combined immunodeficiency due to adenosine deaminase deficiency
23468;PGM3-CDG
23482;Autosomal dominant spastic paraplegia type 73
23473;11q22.2q22.3 microdeletion syndrome
23476;20q11.2 microdeletion syndrome
23490;Autoimmune hemolytic anemia-autoimmune thrombocytopenia-primary immunodeficiency syndrome
23491;Familial chylomicronemia syndrome
23517;Juvenile-onset diabetes mellitus-central and peripheral neurodegeneration syndrome
23516;3-methylglutaconic aciduria type 7
23548;Polymerase proofreading-related adenomatous polyposis
23551;Tremor-ataxia-central hypomyelination syndrome
23537;Autosomal dominant spastic paraplegia type 9B
23536;Autosomal dominant spastic paraplegia type 9A
23538;Autosomal recessive spastic paraplegia type 9B
23041;PRKAR1B-related neurodegenerative dementia with intermediate filaments
23040;Autosomal recessive cerebellar ataxia due to STUB1 deficiency
23047;Dystonia-aphonia syndrome
23101;Malan overgrowth syndrome
23126;Cono-spondylar dysplasia
23123;RIDDLE syndrome
23109;Adult-onset cervical dystonia, DYT23 type
23108;Cranio-cervical dystonia with laryngeal and upper-limb involvement
23152;Spinocerebellar ataxia type 38
23160;X-linked intellectual disability-limb spasticity-retinal dystrophy-diabetes insipidus syndrome
23151;Spinocerebellar ataxia type 40
23197;Congenital myopathy with myasthenic-like onset
23185;Adenocarcinoma of the anal canal
23186;Squamous cell carcinoma of the anal canal
23249;Progressive encephalopathy with leukodystrophy due to DECR deficiency
23243;Autosomal recessive spastic paraplegia type 57
23294;Autosomal dominant Charcot-Marie-Tooth disease type 2Y
26292;Cerebellar ataxia with neuropathy and bilateral vestibular areflexia syndrome
8768;Very long chain acyl-CoA dehydrogenase deficiency
8775;Hereditary pheochromocytoma-paraganglioma
8772;Tyrosinemia type 2
8778;Reactive arthritis
8776;Multiple myeloma
8780;Spontaneous periodic hypothermia
8781;Isolated biliary atresia
8740;Apparent mineralocorticoid excess
8741;Idiopathic acute eosinophilic pneumonia
8743;Dopamine beta-hydroxylase deficiency
8737;Congenital myasthenic syndrome
8738;Familial hyperaldosteronism type II
8750;Follicular lymphoma
8751;Idiopathic aplastic anemia
8744;Multiple system atrophy
8745;Primary myelofibrosis
8747;Polycythemia vera
8759;Juvenile temporal arteritis
8755;Benign occipital epilepsy
8765;Pseudomyxoma peritonei
8766;Multiple acyl-CoA dehydrogenase deficiency
8708;Penile agenesis
8709;Diphallia
8718;Autosomal dominant limb-girdle muscular dystrophy type 1A
8719;Autosomal dominant limb-girdle muscular dystrophy type 1B
8716;Autosomal recessive limb-girdle muscular dystrophy type 2C
8717;Autosomal recessive limb-girdle muscular dystrophy type 2F
8714;Multifocal motor neuropathy
8715;Autosomal recessive limb-girdle muscular dystrophy type 2E
8727;Distal myopathy, Welander type
26327;Early-onset seizures-distal limb anomalies-facial dysmorphism-global developmental delay syndrome
8726;Muscle-eye-brain disease
8725;Walker-Warburg syndrome
26324;3-methylglutaconic aciduria type 9
8724;Congenital muscular dystrophy, Fukuyama type
8720;Autosomal recessive limb-girdle muscular dystrophy type 2B
8731;Vocal cord and pharyngeal distal myopathy
8730;Tibial muscular dystrophy
8729;GNE myopathy
26566;Familial intestinal malrotation
26569;8q24.3 microdeletion syndrome
26450;Autosomal recessive complex spastic paraplegia due to Kennedy pathway dysfunction
25835;Early-onset progressive diffuse brain atrophy-microcephaly-muscle weakness-optic atrophy syndrome
25842;Kyphoscoliosis-lateral tongue atrophy-hereditary spastic paraplegia syndrome
25847;Early-onset progressive encephalopathy-spastic ataxia-distal spinal muscular atrophy syndrome
25849;Ocular anomalies-axonal neuropathy-developmental delay syndrome
25682;Childhood-onset benign chorea with striatal involvement
25681;Infantile-onset generalized dyskinesia with orofacial involvement
26000;Brain malformations-musculoskeletal abnormalities-facial dysmorphism-intellectual disability syndrome
26001;Microcephaly-corpus callosum and cerebellar vermis hypoplasia-facial dysmorphism-intellectual disability syndrom
8531;Epidermodysplasia verruciformis
8539;Babesiosis
8567;Pseudopelade of Brocq
8566;Björnstad syndrome
8562;Acute erythroid leukemia
8561;Acute monoblastic leukemia
8560;Acute myelomonocytic leukemia
8575;Graham Little-Piccardi-Lassueur syndrome
8574;Quinquaud's folliculitis decalvans
8573;Erosive pustular dermatosis of the scalp
8572;Crandall syndrome
8571;Woolly hair
8570;Ringed hair disease
8569;Loose anagen syndrome
8568;Dissecting cellulitis of the scalp
8559;Acute promyelocytic leukemia
8554;Roch-Leri mesosomatous lipomatosis
26076;Mitochondrial myopathy-cerebellar ataxia-pigmentary retinopathy syndrome
8668;Normosmic congenital hypogonadotropic hypogonadism
8670;Aromatase deficiency
8671;Estrogen resistance syndrome
8665;Desmoid tumor
8667;Cushing syndrome
8660;Malignant atrophic papulosis
8662;Wells syndrome
8663;Bullous pemphigoid
8656;Sebocystomatosis
8657;Peeling skin syndrome
8659;Familial multiple trichoepithelioma
8653;Porokeratosis of Mibelli
8652;Mutilating palmoplantar keratoderma with periorificial keratotic plaques
8655;Porokeratosis plantaris palmaris et disseminata
8649;Hereditary leiomyomatosis and renal cell cancer
8648;Erythroderma desquamativum
25867;Spinocerebellar ataxia type 43
8650;Lipoid proteinosis
8645;Familial keratoacanthoma
8647;Keratosis pilaris atrophicans
8640;Acquired ichthyosis
25917;Terminal transverse limb defect
8700;Congenital primary megaureter
8697;Gray platelet syndrome
8694;Hypoplasminogenemia
8692;Fetal and neonatal alloimmune thrombocytopenia
8686;Medullary thyroid carcinoma
8682;Relapsing polychondritis
8676;Anaplastic thyroid carcinoma
8675;Parathyroid carcinoma
8674;Central precocious puberty
8672;Generalized glucocorticoid resistance syndrome
8601;Dextrocardia
8602;Criss-cross heart
8593;Familial atrial myxoma
8597;Partial atrioventricular canal
8585;Pili bifurcati
8584;Primary cutis verticis gyrata
8577;Marie Unna hereditary hypotrichosis
8576;Acquired hypertrichosis lanuginosa
8579;Proliferating trichilemmal cyst
8578;Kerion celsi
8581;Monilethrix
8580;Lichen planopilaris
8583;Alopecia totalis
8582;Syringocystadenoma papilliferum
8634;Huriez syndrome
8632;Erythrokeratoderma ''en cocardes''
8638;Hyperkeratosis lenticularis perstans
8626;Dyschromatosis symmetrica hereditaria
8627;Birt-Hogg-Dubé syndrome
8624;Acrokeratoelastoidosis of Costa
8630;Dyschromatosis universalis hereditaria
8631;Progressive symmetric erythrokeratodermia
8629;Familial cylindromatosis
8619;Ito hypomelanosis
8618;Non-histaminic angioedema
8616;Systemic capillary leak syndrome
8623;Dystrophic epidermolysis bullosa
8621;Ulerythema ophryogenesis
8620;Kindler syndrome
8611;Antisynthetase syndrome
8610;Peripartum cardiomyopathy
8609;Pyomyositis
8608;Reynolds syndrome
8614;Susac syndrome
8613;Cutaneous small vessel vasculitis
8612;Kimura disease
25330;Congenital muscular dystrophy-respiratory failure-skin abnormalities-joint hyperlaxity syndrome
25306;CLCN4-related X-linked intellectual disability syndrome
25255;Adenylosuccinate synthetase-like 1-related distal myopathy
25230;X-linked intellectual disability-global development delay-facial dysmorphism-sacral caudal remnant syndrome
25228;X-linked female restricted facial dysmorphism-short stature-choanal atresia-intellectual disability
9793;Infantile convulsions and choreoathetosis
9796;Colchicine poisoning
25215;MSH3-related attenuated familial adenomatous polyposis
25166;Combined oxidative phosphorylation defect type 29
25138;Postnatal microcephaly-infantile hypotonia-spastic diplegia-dysarthria-intellectual disability syndrome
25150;Combined oxidative phosphorylation defect type 27
25093;Micrognathia-recurrent infections-behavioral abnormalities-mild intellectual disability syndrome
25414;Distal myopathy, Tateyama type
25399;Autosomal dominant Charcot-Marie-Tooth disease type 2W
25401;SIX2-related frontonasal dysplasia
25407;Global developmental delay-neuro-ophthalmological abnormalities-seizures-intellectual disability syndrome
25404;Autosomal recessive spastic paraplegia type 76
9288;Tangier disease
9289;Hypoalphalipoproteinemia
9286;Oral erosive lichen
9285;Dermatofibrosarcoma protuberans
9283;Hereditary central diabetes insipidus
