country,year,suicides_no,population,suicides/100k pop,HDI for year,gdp_for_year ($),gdp_per_capita ($),Id
Spain,1995,1,2233200,0.04,803,612.939.685.081,16444,23660
Spain,1996,403,909200,44.32,,640.998.292.395,17166,23661
Spain,1996,716,3585800,19.97,,640.998.292.395,17166,23662
Spain,1996,643,4980500,12.91,,640.998.292.395,17166,23663
Spain,1996,406,3228500,12.58,,640.998.292.395,17166,23664
Spain,1996,161,1585000,10.16,,640.998.292.395,17166,23665
Spain,1996,278,3245600,8.57,,640.998.292.395,17166,23666
Spain,1996,298,4106800,7.26,,640.998.292.395,17166,23667
Spain,1996,222,5026000,4.42,,640.998.292.395,17166,23668
Spain,1996,110,3144900,3.5,,640.998.292.395,17166,23669
Spain,1996,70,3106900,2.25,,640.998.292.395,17166,23670
Spain,1996,8,2153000,0.37,,640.998.292.395,17166,23671
Spain,1996,5,2269000,0.22,,640.998.292.395,17166,23672
Spain,1997,464,942200,49.25,,588.692.045.455,15738,23673
Spain,1997,702,3593200,19.54,,588.692.045.455,15738,23674
Spain,1997,673,5072000,13.27,,588.692.045.455,15738,23675
Spain,1997,421,3257100,12.93,,588.692.045.455,15738,23676
Spain,1997,186,1633100,11.39,,588.692.045.455,15738,23677
Spain,1997,257,3177500,8.09,,588.692.045.455,15738,23678
Spain,1997,292,4112300,7.1,,588.692.045.455,15738,23679
Spain,1997,207,5117000,4.05,,588.692.045.455,15738,23680
Spain,1997,87,3169000,2.75,,588.692.045.455,15738,23681
Spain,1997,70,3042300,2.3,,588.692.045.455,15738,23682
Spain,1997,9,2202500,0.41,,588.692.045.455,15738,23683
Spain,1997,5,2086800,0.24,,588.692.045.455,15738,23684
Spain,1998,451,977600,46.13,,617.041.986.858,16473,23685
Spain,1998,702,3602900,19.48,,617.041.986.858,16473,23686
Spain,1998,443,3282800,13.49,,617.041.986.858,16473,23687
Spain,1998,650,5160800,12.59,,617.041.986.858,16473,23688
Spain,1998,155,1683900,9.2,,617.041.986.858,16473,23689
Spain,1998,249,3095400,8.04,,617.041.986.858,16473,23690
Spain,1998,257,4120800,6.24,,617.041.986.858,16473,23691
Spain,1998,203,5204500,3.9,,617.041.986.858,16473,23692
Spain,1998,99,3190600,3.1,,617.041.986.858,16473,23693
Spain,1998,44,2963300,1.48,,617.041.986.858,16473,23694
Spain,1998,4,2030500,0.2,,617.041.986.858,16473,23695
Spain,1998,4,2145800,0.19,,617.041.986.858,16473,23696
Spain,1999,453,1030780,43.95,,633.194.118.900,16756,23697
Spain,1999,681,3645758,18.68,,633.194.118.900,16756,23698
Spain,1999,689,5278476,13.05,,633.194.118.900,16756,23699
Spain,1999,368,3349113,10.99,,633.194.118.900,16756,23700
Spain,1999,171,1752702,9.76,,633.194.118.900,16756,23701
Spain,1999,309,4152474,7.44,,633.194.118.900,16756,23702
Spain,1999,218,3024035,7.21,,633.194.118.900,16756,23703
Spain,1999,204,5320218,3.83,,633.194.118.900,16756,23704
Spain,1999,61,2890218,2.11,,633.194.118.900,16756,23705
Spain,1999,64,3242804,1.97,,633.194.118.900,16756,23706
Spain,1999,2,2109838,0.09,,633.194.118.900,16756,23707
Spain,1999,0,1992855,0,,633.194.118.900,16756,23708
Spain,2000,488,1085540,44.95,827,595.402.616.547,15538,23709
Spain,2000,710,3711409,19.13,827,595.402.616.547,15538,23710
Spain,2000,742,5461859,13.59,827,595.402.616.547,15538,23711
Spain,2000,400,3377214,11.84,827,595.402.616.547,15538,23712
Spain,2000,165,1821548,9.06,827,595.402.616.547,15538,23713
Spain,2000,229,2984879,7.67,827,595.402.616.547,15538,23714
Spain,2000,285,4176546,6.82,827,595.402.616.547,15538,23715
Spain,2000,216,5498932,3.93,827,595.402.616.547,15538,23716
Spain,2000,107,3274904,3.27,827,595.402.616.547,15538,23717
Spain,2000,43,2846326,1.51,827,595.402.616.547,15538,23718
Spain,2000,6,2096540,0.29,827,595.402.616.547,15538,23719
Spain,2000,3,1984299,0.15,827,595.402.616.547,15538,23720
Spain,2001,462,1126029,41.03,,625.975.838.926,16169,23721
Spain,2001,658,3750171,17.55,,625.975.838.926,16169,23722
Spain,2001,702,5607814,12.52,,625.975.838.926,16169,23723
Spain,2001,407,3456947,11.77,,625.975.838.926,16169,23724
Spain,2001,160,1873657,8.54,,625.975.838.926,16169,23725
Spain,2001,194,2913033,6.66,,625.975.838.926,16169,23726
Spain,2001,228,4211088,5.41,,625.975.838.926,16169,23727
Spain,2001,234,5635311,4.15,,625.975.838.926,16169,23728
Spain,2001,93,3333937,2.79,,625.975.838.926,16169,23729
Spain,2001,40,2774641,1.44,,625.975.838.926,16169,23730
Spain,2001,7,2070400,0.34,,625.975.838.926,16169,23731
Spain,2001,4,1960476,0.2,,625.975.838.926,16169,23732
Spain,2002,498,1171341,42.52,,705.145.868.624,17924,23733
Spain,2002,688,3804296,18.08,,705.145.868.624,17924,23734
Spain,2002,752,5784305,13,,705.145.868.624,17924,23735
Spain,2002,414,3566812,11.61,,705.145.868.624,17924,23736
Spain,2002,154,1934508,7.96,,705.145.868.624,17924,23737
Spain,2002,196,2855801,6.86,,705.145.868.624,17924,23738
Spain,2002,268,4260724,6.29,,705.145.868.624,17924,23739
Spain,2002,245,5794565,4.23,,705.145.868.624,17924,23740
Spain,2002,103,3417162,3.01,,705.145.868.624,17924,23741
Spain,2002,46,2719911,1.69,,705.145.868.624,17924,23742
Spain,2002,7,2069866,0.34,,705.145.868.624,17924,23743
Spain,2002,1,1961320,0.05,,705.145.868.624,17924,23744
Spain,2003,523,1219166,42.9,,906.853.273.138,22701,23745
Spain,2003,676,3855429,17.53,,906.853.273.138,22701,23746
Spain,2003,799,5955985,13.42,,906.853.273.138,22701,23747
Spain,2003,459,3667417,12.52,,906.853.273.138,22701,23748
Spain,2003,162,1997884,8.11,,906.853.273.138,22701,23749
Spain,2003,191,2795116,6.83,,906.853.273.138,22701,23750
Spain,2003,250,4309104,5.8,,906.853.273.138,22701,23751
Spain,2003,266,5948492,4.47,,906.853.273.138,22701,23752
Spain,2003,93,3492577,2.66,,906.853.273.138,22701,23753
Spain,2003,56,2663400,2.1,,906.853.273.138,22701,23754
Spain,2003,2,2075819,0.1,,906.853.273.138,22701,23755
Spain,2003,1,1967167,0.05,,906.853.273.138,22701,23756
Spain,2004,498,1269270,39.24,,1.069.555.500.372,26372,23757
Spain,2004,659,3906640,16.87,,1.069.555.500.372,26372,23758
Spain,2004,887,6135485,14.46,,1.069.555.500.372,26372,23759
Spain,2004,421,3758199,11.2,,1.069.555.500.372,26372,23760
Spain,2004,183,2064141,8.87,,1.069.555.500.372,26372,23761
Spain,2004,175,2735115,6.4,,1.069.555.500.372,26372,23762
Spain,2004,261,4356779,5.99,,1.069.555.500.372,26372,23763
Spain,2004,267,6105697,4.37,,1.069.555.500.372,26372,23764
Spain,2004,89,3558696,2.5,,1.069.555.500.372,26372,23765
Spain,2004,56,2605983,2.15,,1.069.555.500.372,26372,23766
Spain,2004,11,2084465,0.53,,1.069.555.500.372,26372,23767
Spain,2004,1,1975353,0.05,,1.069.555.500.372,26372,23768
Spain,2005,508,1321048,38.45,845,1.157.276.458.152,28092,23769
Spain,2005,663,3959581,16.74,845,1.157.276.458.152,28092,23770
Spain,2005,829,6325167,13.11,845,1.157.276.458.152,28092,23771
Spain,2005,402,3844965,10.46,845,1.157.276.458.152,28092,23772
Spain,2005,166,2131394,7.79,845,1.157.276.458.152,28092,23773
Spain,2005,277,4405181,6.29,845,1.157.276.458.152,28092,23774
Spain,2005,164,2683966,6.11,845,1.157.276.458.152,28092,23775
Spain,2005,228,6266642,3.64,845,1.157.276.458.152,28092,23776
Spain,2005,117,3615897,3.24,845,1.157.276.458.152,28092,23777
Spain,2005,38,2553272,1.49,845,1.157.276.458.152,28092,23778
Spain,2005,4,2099387,0.19,845,1.157.276.458.152,28092,23779
Spain,2005,3,1988979,0.15,845,1.157.276.458.152,28092,23780
Spain,2006,491,1374287,35.73,,1.264.551.499.185,30246,23781
Spain,2006,676,4010241,16.86,,1.264.551.499.185,30246,23782
Spain,2006,822,6515790,12.62,,1.264.551.499.185,30246,23783
Spain,2006,368,3903848,9.43,,1.264.551.499.185,30246,23784
Spain,2006,144,2199499,6.55,,1.264.551.499.185,30246,23785
Spain,2006,153,2635454,5.81,,1.264.551.499.185,30246,23786
Spain,2006,217,4450959,4.88,,1.264.551.499.185,30246,23787
Spain,2006,245,6427029,3.81,,1.264.551.499.185,30246,23788
Spain,2006,87,3653351,2.38,,1.264.551.499.185,30246,23789
Spain,2006,39,2504340,1.56,,1.264.551.499.185,30246,23790
Spain,2006,3,2011294,0.15,,1.264.551.499.185,30246,23791
Spain,2006,2,2122756,0.09,,1.264.551.499.185,30246,23792
Spain,2007,536,1424885,37.62,,1.479.341.637.011,34769,23793
Spain,2007,633,4065846,15.57,,1.479.341.637.011,34769,23794
Spain,2007,841,6733333,12.49,,1.479.341.637.011,34769,23795
Spain,2007,332,3962434,8.38,,1.479.341.637.011,34769,23796
Spain,2007,146,2265062,6.45,,1.479.341.637.011,34769,23797
Spain,2007,248,4502070,5.51,,1.479.341.637.011,34769,23798
Spain,2007,114,2609810,4.37,,1.479.341.637.011,34769,23799
Spain,2007,275,6607654,4.16,,1.479.341.637.011,34769,23800
Spain,2007,97,3690155,2.63,,1.479.341.637.011,34769,23801
Spain,2007,30,2477304,1.21,,1.479.341.637.011,34769,23802
Spain,2007,7,2161485,0.32,,1.479.341.637.011,34769,23803
Spain,2007,5,2047289,0.24,,1.479.341.637.011,34769,23804
Spain,2008,484,1470360,32.92,,1.635.015.380.108,37848,23805
Spain,2008,701,4119213,17.02,,1.635.015.380.108,37848,23806
Spain,2008,972,6933625,14.02,,1.635.015.380.108,37848,23807
Spain,2008,379,3966630,9.55,,1.635.015.380.108,37848,23808
Spain,2008,154,2324904,6.62,,1.635.015.380.108,37848,23809
Spain,2008,247,4552840,5.43,,1.635.015.380.108,37848,23810
Spain,2008,138,2581615,5.35,,1.635.015.380.108,37848,23811
Spain,2008,261,6786588,3.85,,1.635.015.380.108,37848,23812
Spain,2008,87,3705581,2.35,,1.635.015.380.108,37848,23813
Spain,2008,30,2456366,1.22,,1.635.015.380.108,37848,23814
Spain,2008,2,2092458,0.1,,1.635.015.380.108,37848,23815
Spain,2008,2,2209304,0.09,,1.635.015.380.108,37848,23816
Spain,2009,517,1514292,34.14,,1.499.099.749.931,34470,23817
Spain,2009,714,4165673,17.14,,1.499.099.749.931,34470,23818
Spain,2009,945,7078821,13.35,,1.499.099.749.931,34470,23819
Spain,2009,344,3882169,8.86,,1.499.099.749.931,34470,23820
Spain,2009,149,2382502,6.25,,1.499.099.749.931,34470,23821
Spain,2009,139,2527370,5.5,,1.499.099.749.931,34470,23822
Spain,2009,227,4595765,4.94,,1.499.099.749.931,34470,23823
Spain,2009,274,6917215,3.96,,1.499.099.749.931,34470,23824
Spain,2009,80,3645416,2.19,,1.499.099.749.931,34470,23825
Spain,2009,32,2405171,1.33,,1.499.099.749.931,34470,23826
Spain,2009,7,2247483,0.31,,1.499.099.749.931,34470,23827
Spain,2009,1,2128209,0.05,,1.499.099.749.931,34470,23828
Spain,2010,488,1554056,31.4,867,1.431.616.749.640,32839,23829
Spain,2010,635,4217377,15.06,867,1.431.616.749.640,32839,23830
Spain,2010,971,7176013,13.53,867,1.431.616.749.640,32839,23831
Spain,2010,272,3734261,7.28,867,1.431.616.749.640,32839,23832
Spain,2010,120,2436769,4.92,867,1.431.616.749.640,32839,23833
Spain,2010,207,4648706,4.45,867,1.431.616.749.640,32839,23834
Spain,2010,99,2455458,4.03,867,1.431.616.749.640,32839,23835
Spain,2010,281,7026589,4,867,1.431.616.749.640,32839,23836
Spain,2010,59,3550860,1.66,867,1.431.616.749.640,32839,23837
Spain,2010,23,2348349,0.98,867,1.431.616.749.640,32839,23838
Spain,2010,3,2285012,0.13,867,1.431.616.749.640,32839,23839
Spain,2010,0,2161906,0,867,1.431.616.749.640,32839,23840
Spain,2011,514,1587724,32.37,0.87,1.488.067.258.325,34097,23841
Spain,2011,603,4282522,14.08,0.87,1.488.067.258.325,34097,23842
Spain,2011,942,7264343,12.97,0.87,1.488.067.258.325,34097,23843
Spain,2011,282,3561829,7.92,0.87,1.488.067.258.325,34097,23844
Spain,2011,133,2482153,5.36,0.87,1.488.067.258.325,34097,23845
Spain,2011,230,4716571,4.88,0.87,1.488.067.258.325,34097,23846
Spain,2011,290,7123072,4.07,0.87,1.488.067.258.325,34097,23847
Spain,2011,93,2391304,3.89,0.87,1.488.067.258.325,34097,23848
Spain,2011,70,3430347,2.04,0.87,1.488.067.258.325,34097,23849
Spain,2011,21,2294452,0.92,0.87,1.488.067.258.325,34097,23850
Spain,2011,1,2190917,0.05,0.87,1.488.067.258.325,34097,23851
Spain,2011,1,2317337,0.04,0.87,1.488.067.258.325,34097,23852
Spain,2012,571,1655129,34.5,874,1.336.018.949.806,30146,23853
Spain,2012,695,4411118,15.76,874,1.336.018.949.806,30146,23854
Spain,2012,1016,7529797,13.49,874,1.336.018.949.806,30146,23855
Spain,2012,318,3431219,9.27,874,1.336.018.949.806,30146,23856
Spain,2012,143,2583804,5.53,874,1.336.018.949.806,30146,23857
Spain,2012,120,2380360,5.04,874,1.336.018.949.806,30146,23858
Spain,2012,230,4772892,4.82,874,1.336.018.949.806,30146,23859
Spain,2012,333,7311647,4.55,874,1.336.018.949.806,30146,23860
Spain,2012,74,3332672,2.22,874,1.336.018.949.806,30146,23861
Spain,2012,34,2275761,1.49,874,1.336.018.949.806,30146,23862
Spain,2012,4,2384853,0.17,874,1.336.018.949.806,30146,23863
Spain,2012,1,2249607,0.04,874,1.336.018.949.806,30146,23864
Spain,2013,530,1676659,31.61,874,1.361.854.206.549,30792,23865
Spain,2013,812,4513382,17.99,874,1.361.854.206.549,30792,23866
Spain,2013,1174,7548690,15.55,874,1.361.854.206.549,30792,23867
Spain,2013,260,3221833,8.07,874,1.361.854.206.549,30792,23868
Spain,2013,173,2610418,6.63,874,1.361.854.206.549,30792,23869
Spain,2013,287,4877060,5.88,874,1.361.854.206.549,30792,23870
Spain,2013,131,2330807,5.62,874,1.361.854.206.549,30792,23871
Spain,2013,373,7349605,5.08,874,1.361.854.206.549,30792,23872
Spain,2013,79,3167837,2.49,874,1.361.854.206.549,30792,23873
Spain,2013,45,2226350,2.02,874,1.361.854.206.549,30792,23874
Spain,2013,6,2422042,0.25,874,1.361.854.206.549,30792,23875
Spain,2013,3,2282942,0.13,874,1.361.854.206.549,30792,23876
Spain,2014,587,1677547,34.99,876,1.376.910.811.041,31171,23877
Spain,2014,759,4639848,16.36,876,1.376.910.811.041,31171,23878
Spain,2014,1184,7552174,15.68,876,1.376.910.811.041,31171,23879
Spain,2014,268,3040808,8.81,876,1.376.910.811.041,31171,23880
Spain,2014,157,2611618,6.01,876,1.376.910.811.041,31171,23881
Spain,2014,136,2297600,5.92,876,1.376.910.811.041,31171,23882
Spain,2014,294,5008921,5.87,876,1.376.910.811.041,31171,23883
Spain,2014,380,7373279,5.15,876,1.376.910.811.041,31171,23884
Spain,2014,86,3012206,2.86,876,1.376.910.811.041,31171,23885
Spain,2014,50,2191362,2.28,876,1.376.910.811.041,31171,23886
Spain,2014,6,2312052,0.26,876,1.376.910.811.041,31171,23887
Spain,2014,4,2455356,0.16,876,1.376.910.811.041,31171,23888
Spain,2015,573,1693221,33.84,,1.197.789.902.774,27108,23889
Spain,2015,736,4750328,15.49,,1.197.789.902.774,27108,23890
Spain,2015,1015,7551081,13.44,,1.197.789.902.774,27108,23891
Spain,2015,241,2897590,8.32,,1.197.789.902.774,27108,23892
Spain,2015,168,2624796,6.4,,1.197.789.902.774,27108,23893
Spain,2015,281,5125562,5.48,,1.197.789.902.774,27108,23894
Spain,2015,360,7389698,4.87,,1.197.789.902.774,27108,23895
Spain,2015,109,2287320,4.77,,1.197.789.902.774,27108,23896
Spain,2015,66,2884411,2.29,,1.197.789.902.774,27108,23897
Spain,2015,47,2177807,2.16,,1.197.789.902.774,27108,23898
Spain,2015,7,2475209,0.28,,1.197.789.902.774,27108,23899
Spain,2015,1,2329505,0.04,,1.197.789.902.774,27108,23900
Sri Lanka,1985,144,115000,125.22,597,5.978.460.972,431,23901
Sri Lanka,1985,1432,1673000,85.59,597,5.978.460.972,431,23902
Sri Lanka,1985,1024,1288000,79.5,597,5.978.460.972,431,23903
Sri Lanka,1985,443,680000,65.15,597,5.978.460.972,431,23904
Sri Lanka,1985,943,1652000,57.08,597,5.978.460.972,431,23905
Sri Lanka,1985,824,1469000,56.09,597,5.978.460.972,431,23906
Sri Lanka,1985,426,1268000,33.6,597,5.978.460.972,431,23907
Sri Lanka,1985,23,106000,21.7,597,5.978.460.972,431,23908
Sri Lanka,1985,203,1402000,14.48,597,5.978.460.972,431,23909
Sri Lanka,1985,80,600000,13.33,597,5.978.460.972,431,23910
Sri Lanka,1985,71,1836000,3.87,597,5.978.460.972,431,23911
Sri Lanka,1985,55,1768000,3.11,597,5.978.460.972,431,23912
Sri Lanka,1986,145,117200,123.72,,6.405.210.564,454,23913
Sri Lanka,1986,1045,1310300,79.75,,6.405.210.564,454,23914
Sri Lanka,1986,1304,1702300,76.6,,6.405.210.564,454,23915
Sri Lanka,1986,461,690600,66.75,,6.405.210.564,454,23916
Sri Lanka,1986,851,1495400,56.91,,6.405.210.564,454,23917
Sri Lanka,1986,804,1680400,47.85,,6.405.210.564,454,23918
Sri Lanka,1986,365,1290400,28.29,,6.405.210.564,454,23919
Sri Lanka,1986,22,109400,20.11,,6.405.210.564,454,23920
Sri Lanka,1986,193,1425200,13.54,,6.405.210.564,454,23921
Sri Lanka,1986,72,611700,11.77,,6.405.210.564,454,23922
Sri Lanka,1986,48,1868800,2.57,,6.405.210.564,454,23923
Sri Lanka,1986,35,1799700,1.94,,6.405.210.564,454,23924
Sri Lanka,1996,146,191662,76.18,,13.897.738.375,834,23925
Sri Lanka,1996,648,919081,70.51,,13.897.738.375,834,23926
Sri Lanka,1996,918,1524411,60.22,,13.897.738.375,834,23927
Sri Lanka,1996,1211,2095820,57.78,,13.897.738.375,834,23928
Sri Lanka,1996,768,1772399,43.33,,13.897.738.375,834,23929
Sri Lanka,1996,500,1726757,28.96,,13.897.738.375,834,23930
Sri Lanka,1996,284,1516469,18.73,,13.897.738.375,834,23931
Sri Lanka,1996,30,196180,15.29,,13.897.738.375,834,23932
Sri Lanka,1996,228,2135855,10.67,,13.897.738.375,834,23933
Sri Lanka,1996,102,966021,10.56,,13.897.738.375,834,23934
Sri Lanka,1996,37,1840930,2.01,,13.897.738.375,834,23935
Sri Lanka,1996,26,1768842,1.47,,13.897.738.375,834,23936
Sri Lanka,1997,181,195537,92.57,,15.091.913.884,900,23937
Sri Lanka,1997,1109,1514832,73.21,,15.091.913.884,900,23938
Sri Lanka,1997,649,930446,69.75,,15.091.913.884,900,23939
Sri Lanka,1997,1491,2161948,68.97,,15.091.913.884,900,23940
Sri Lanka,1997,924,1779781,51.92,,15.091.913.884,900,23941
Sri Lanka,1997,623,1738059,35.84,,15.091.913.884,900,23942
Sri Lanka,1997,53,201309,26.33,,15.091.913.884,900,23943
Sri Lanka,1997,341,1514575,22.51,,15.091.913.884,900,23944
Sri Lanka,1997,313,2204629,14.2,,15.091.913.884,900,23945
Sri Lanka,1997,118,984037,11.99,,15.091.913.884,900,23946
Sri Lanka,1997,49,1739451,2.82,,15.091.913.884,900,23947
Sri Lanka,1997,36,1810805,1.99,,15.091.913.884,900,23948
Sri Lanka,1998,214,197754,108.22,,15.794.972.847,935,23949
Sri Lanka,1998,677,946470,71.53,,15.794.972.847,935,23950
Sri Lanka,1998,1567,2224435,70.44,,15.794.972.847,935,23951
Sri Lanka,1998,968,1499623,64.55,,15.794.972.847,935,23952
Sri Lanka,1998,740,1792565,41.28,,15.794.972.847,935,23953
Sri Lanka,1998,522,1753245,29.77,,15.794.972.847,935,23954
Sri Lanka,1998,310,1508958,20.54,,15.794.972.847,935,23955
Sri Lanka,1998,32,205515,15.57,,15.794.972.847,935,23956
Sri Lanka,1998,278,2271131,12.24,,15.794.972.847,935,23957
Sri Lanka,1998,118,1006698,11.72,,15.794.972.847,935,23958
Sri Lanka,1998,52,1710834,3.04,,15.794.972.847,935,23959
Sri Lanka,1998,40,1780463,2.25,,15.794.972.847,935,23960
Sri Lanka,1999,182,198230,91.81,,15.656.327.860,920,23961
Sri Lanka,1999,1609,2281687,70.52,,15.656.327.860,920,23962
Sri Lanka,1999,683,968940,70.49,,15.656.327.860,920,23963
Sri Lanka,1999,997,1481693,67.29,,15.656.327.860,920,23964
Sri Lanka,1999,765,1805721,42.37,,15.656.327.860,920,23965
Sri Lanka,1999,536,1767426,30.33,,15.656.327.860,920,23966
Sri Lanka,1999,49,208739,23.47,,15.656.327.860,920,23967
Sri Lanka,1999,303,1501778,20.18,,15.656.327.860,920,23968
Sri Lanka,1999,304,2334618,13.02,,15.656.327.860,920,23969
Sri Lanka,1999,121,1035715,11.68,,15.656.327.860,920,23970
Sri Lanka,1999,35,1684408,2.08,,15.656.327.860,920,23971
Sri Lanka,1999,35,1751332,2,,15.656.327.860,920,23972
Sri Lanka,2000,200,196877,101.59,679,16.330.814.180,953,23973
Sri Lanka,2000,729,999107,72.97,679,16.330.814.180,953,23974
Sri Lanka,2000,1521,2331906,65.23,679,16.330.814.180,953,23975
Sri Lanka,2000,873,1464384,59.62,679,16.330.814.180,953,23976
Sri Lanka,2000,615,1815183,33.88,679,16.330.814.180,953,23977
Sri Lanka,2000,504,1776940,28.36,679,16.330.814.180,953,23978
Sri Lanka,2000,288,1495529,19.26,679,16.330.814.180,953,23979
Sri Lanka,2000,40,210936,18.96,679,16.330.814.180,953,23980
Sri Lanka,2000,309,2394085,12.91,679,16.330.814.180,953,23981
Sri Lanka,2000,125,1072256,11.66,679,16.330.814.180,953,23982
Sri Lanka,2000,27,1659830,1.63,679,16.330.814.180,953,23983
Sri Lanka,2000,21,1723309,1.22,679,16.330.814.180,953,23984
Sri Lanka,2001,162,204801,79.1,,15.749.753.805,912,23985
Sri Lanka,2001,671,1025106,65.46,,15.749.753.805,912,23986
Sri Lanka,2001,1468,2362538,62.14,,15.749.753.805,912,23987
Sri Lanka,2001,755,1469938,51.36,,15.749.753.805,912,23988
Sri Lanka,2001,508,1811743,28.04,,15.749.753.805,912,23989
Sri Lanka,2001,394,1778830,22.15,,15.749.753.805,912,23990
Sri Lanka,2001,224,1503451,14.9,,15.749.753.805,912,23991
Sri Lanka,2001,31,222745,13.92,,15.749.753.805,912,23992
Sri Lanka,2001,244,2437630,10.01,,15.749.753.805,912,23993
Sri Lanka,2001,100,1109859,9.01,,15.749.753.805,912,23994
Sri Lanka,2001,18,1699714,1.06,,15.749.753.805,912,23995
Sri Lanka,2001,15,1640606,0.91,,15.749.753.805,912,23996
Sri Lanka,2002,165,211446,78.03,,16.536.535.647,951,23997
Sri Lanka,2002,1476,2389646,61.77,,16.536.535.647,951,23998
Sri Lanka,2002,641,1055685,60.72,,16.536.535.647,951,23999
Sri Lanka,2002,639,1478000,43.23,,16.536.535.647,951,24000
Sri Lanka,2002,520,1799884,28.89,,16.536.535.647,951,24001
Sri Lanka,2002,335,1772766,18.9,,16.536.535.647,951,24002
Sri Lanka,2002,213,1514774,14.06,,16.536.535.647,951,24003
Sri Lanka,2002,31,234216,13.24,,16.536.535.647,951,24004
Sri Lanka,2002,106,1153099,9.19,,16.536.535.647,951,24005
Sri Lanka,2002,204,2477980,8.23,,16.536.535.647,951,24006
Sri Lanka,2002,28,1626383,1.72,,16.536.535.647,951,24007
Sri Lanka,2002,24,1682076,1.43,,16.536.535.647,951,24008
Sri Lanka,2003,190,216549,87.74,,18.881.765.437,1077,24009
Sri Lanka,2003,690,1089743,63.32,,18.881.765.437,1077,24010
Sri Lanka,2003,1483,2413016,61.46,,18.881.765.437,1077,24011
Sri Lanka,2003,650,1488285,43.67,,18.881.765.437,1077,24012
Sri Lanka,2003,509,1781707,28.57,,18.881.765.437,1077,24013
Sri Lanka,2003,358,1760232,20.34,,18.881.765.437,1077,24014
Sri Lanka,2003,38,245223,15.5,,18.881.765.437,1077,24015
Sri Lanka,2003,186,1529565,12.16,,18.881.765.437,1077,24016
Sri Lanka,2003,111,1200816,9.24,,18.881.765.437,1077,24017
Sri Lanka,2003,218,2514643,8.67,,18.881.765.437,1077,24018
Sri Lanka,2003,23,1615933,1.42,,18.881.765.437,1077,24019
Sri Lanka,2003,11,1668884,0.66,,18.881.765.437,1077,24020
Sri Lanka,2006,211,224927,93.81,,28.267.410.543,1580,24021
Sri Lanka,2006,649,1187973,54.63,,28.267.410.543,1580,24022
Sri Lanka,2006,1246,2465505,50.54,,28.267.410.543,1580,24023
Sri Lanka,2006,573,1541529,37.17,,28.267.410.543,1580,24024
Sri Lanka,2006,423,1697398,24.92,,28.267.410.543,1580,24025
Sri Lanka,2006,333,1699144,19.6,,28.267.410.543,1580,24026
Sri Lanka,2006,51,276505,18.44,,28.267.410.543,1580,24027
Sri Lanka,2006,194,1594072,12.17,,28.267.410.543,1580,24028
Sri Lanka,2006,111,1344897,8.25,,28.267.410.543,1580,24029
Sri Lanka,2006,198,2603293,7.61,,28.267.410.543,1580,24030
Sri Lanka,2006,15,1650300,0.91,,28.267.410.543,1580,24031
Sri Lanka,2006,11,1606015,0.68,,28.267.410.543,1580,24032
Suriname,1985,20,20500,97.56,,873.250.000,2706,24033
Suriname,1985,2,2200,90.91,,873.250.000,2706,24034
Suriname,1985,11,16100,68.32,,873.250.000,2706,24035
Suriname,1985,6,11700,51.28,,873.250.000,2706,24036
Suriname,1985,2,4200,47.62,,873.250.000,2706,24037
Suriname,1985,5,15000,33.33,,873.250.000,2706,24038
Suriname,1985,17,53700,31.66,,873.250.000,2706,24039
Suriname,1985,7,22600,30.97,,873.250.000,2706,24040
Suriname,1985,7,51400,13.62,,873.250.000,2706,24041
Suriname,1985,2,54600,3.66,,873.250.000,2706,24042
Suriname,1985,1,52400,1.91,,873.250.000,2706,24043
Suriname,1985,0,18300,0,,873.250.000,2706,24044
Suriname,1986,2,2867,69.76,,891.000.000,2731,24045
Suriname,1986,13,43404,29.95,,891.000.000,2731,24046
Suriname,1986,1,3737,26.76,,891.000.000,2731,24047
Suriname,1986,7,32808,21.34,,891.000.000,2731,24048
Suriname,1986,6,29250,20.51,,891.000.000,2731,24049
Suriname,1986,6,40116,14.96,,891.000.000,2731,24050
Suriname,1986,2,15344,13.03,,891.000.000,2731,24051
Suriname,1986,2,28111,7.11,,891.000.000,2731,24052
Suriname,1986,2,33022,6.06,,891.000.000,2731,24053
Suriname,1986,1,39865,2.51,,891.000.000,2731,24054
Suriname,1986,0,15921,0,,891.000.000,2731,24055
Suriname,1986,0,41849,0,,891.000.000,2731,24056
Suriname,1987,2,2919,68.52,,979.850.000,2951,24057
Suriname,1987,13,30977,41.97,,979.850.000,2951,24058
Suriname,1987,12,33400,35.93,,979.850.000,2951,24059
Suriname,1987,5,15788,31.67,,979.850.000,2951,24060
Suriname,1987,1,3776,26.48,,979.850.000,2951,24061
Suriname,1987,8,40204,19.9,,979.850.000,2951,24062
Suriname,1987,8,43517,18.38,,979.850.000,2951,24063
Suriname,1987,1,29656,3.37,,979.850.000,2951,24064
Suriname,1987,1,33647,2.97,,979.850.000,2951,24065
Suriname,1987,1,39799,2.51,,979.850.000,2951,24066
Suriname,1987,0,16552,0,,979.850.000,2951,24067
Suriname,1987,0,41778,0,,979.850.000,2951,24068
Suriname,1988,12,32853,36.53,,1.160.900.000,3418,24069
Suriname,1988,1,2960,33.78,,1.160.900.000,3418,24070
Suriname,1988,1,3816,26.21,,1.160.900.000,3418,24071
Suriname,1988,10,40327,24.8,,1.160.900.000,3418,24072
